iso_code,location,year,month,total_cases
ABW,Aruba,2020,1,0.0
ABW,Aruba,2020,2,0.0
ABW,Aruba,2020,3,4.868664560170783e-07
ABW,Aruba,2020,4,9.737329120341567e-07
ABW,Aruba,2020,5,9.834702411544983e-07
ABW,Aruba,2020,6,9.834702411544983e-07
ABW,Aruba,2020,7,1.1587421653206464e-06
ABW,Aruba,2020,8,1.7994584214391217e-05
ABW,Aruba,2020,9,3.7702938353962545e-05
ABW,Aruba,2020,10,4.3545335826167484e-05
ABW,Aruba,2020,11,4.665154381555645e-05
ABW,Aruba,2020,12,5.231866936359524e-05
ABW,Aruba,2021,1,6.677860310730247e-05
ABW,Aruba,2021,2,7.599011645514558e-05
ABW,Aruba,2021,3,9.049873684445452e-05
ABW,Aruba,2021,4,0.00010306962873881549
ABW,Aruba,2021,5,0.00010669191517158254
ABW,Aruba,2021,6,0.00010839594776764232
ABW,Aruba,2021,7,0.00011279722053003671
ABW,Aruba,2021,8,0.00014085046572574078
ABW,Aruba,2021,9,0.00015042226025103653
ABW,Aruba,2021,10,0.00015464826108926475
ABW,Aruba,2021,11,0.00015895216056045574
ABW,Aruba,2021,12,0.00018521373719801695
ABW,Aruba,2022,1,0.00031858593415933536
ABW,Aruba,2022,2,0.0003277098115450954
ABW,Aruba,2022,3,0.00033073812090152167
ABW,Aruba,2022,4,0.00033781715917200996
ABW,Aruba,2022,5,0.00035603570195616907
ABW,Aruba,2022,6,0.0003964845671220679
ABW,Aruba,2022,7,0.00040974680938397315
ABW,Aruba,2022,8,0.00041722507814839543
ABW,Aruba,2022,9,0.0004201170648971369
ABW,Aruba,2022,10,0.0004219574201008815
ABW,Aruba,2022,11,0.00042494678014082634
ABW,Aruba,2022,12,0.00042707925521818114
ABW,Aruba,2023,1,0.00042837431999118657
ABW,Aruba,2023,2,0.00042887092377632397
ABW,Aruba,2023,3,0.00042924094228289695
ABW,Aruba,2023,4,0.0
AFG,Afghanistan,2020,1,0.0
AFG,Afghanistan,2020,2,4.8686645601707834e-08
AFG,Afghanistan,2020,3,1.6163966339767e-06
AFG,Afghanistan,2020,4,1.779010030286404e-05
AFG,Afghanistan,2020,5,0.00014781265604678497
AFG,Afghanistan,2020,6,0.00030619031418914055
AFG,Afghanistan,2020,7,0.00035665889101987094
AFG,Afghanistan,2020,8,0.00037243336419482423
AFG,Afghanistan,2020,9,0.000383202850201922
AFG,Afghanistan,2020,10,0.0004024827618601983
AFG,Afghanistan,2020,11,0.0004500106652965855
AFG,Afghanistan,2020,12,0.0005095544328674742
AFG,Afghanistan,2021,1,0.000535777060188554
AFG,Afghanistan,2021,2,0.0005425055546107101
AFG,Afghanistan,2021,3,0.0005497111781597628
AFG,Afghanistan,2021,4,0.000581756728294807
AFG,Afghanistan,2021,5,0.0006995102493470975
AFG,Afghanistan,2021,6,0.00115542173609061
AFG,Afghanistan,2021,7,0.001432886929374743
AFG,Afghanistan,2021,8,0.0014919535678187348
AFG,Afghanistan,2021,9,0.0015097923547672007
AFG,Afghanistan,2021,10,0.0015198802277358746
AFG,Afghanistan,2021,11,0.0015312923774649149
AFG,Afghanistan,2021,12,0.0015390725034320678
AFG,Afghanistan,2022,1,0.0015788105435721816
AFG,Afghanistan,2022,2,0.001688404182821626
AFG,Afghanistan,2022,3,0.0017302649607099743
AFG,Afghanistan,2022,4,0.001741745271742857
AFG,Afghanistan,2022,5,0.0017552801592201318
AFG,Afghanistan,2022,6,0.001776380951423912
AFG,Afghanistan,2022,7,0.001807053538152988
AFG,Afghanistan,2022,8,0.0018817388525060078
AFG,Afghanistan,2022,9,0.0019383808959990347
AFG,Afghanistan,2022,10,0.001976609650125496
AFG,Afghanistan,2022,11,0.0020042344528399046
AFG,Afghanistan,2022,12,0.0020210216082433737
AFG,Afghanistan,2023,1,0.0020300286376796896
AFG,Afghanistan,2023,2,0.0020382372061281376
AFG,Afghanistan,2023,3,0.0020466015718425107
AGO,Angola,2020,1,0.0
AGO,Angola,2020,2,0.0
AGO,Angola,2020,3,3.8949316481366265e-08
AGO,Angola,2020,4,2.629078862492223e-07
AGO,Angola,2020,5,8.179356461086917e-07
AGO,Angola,2020,6,2.6875028372142724e-06
AGO,Angola,2020,7,1.0798697994458797e-05
AGO,Angola,2020,8,2.555075161177627e-05
AGO,Angola,2020,9,4.7761599335275384e-05
AGO,Angola,2020,10,0.00010280672085256627
AGO,Angola,2020,11,0.0001470628817045187
AGO,Angola,2020,12,0.00016975085855491453
AGO,Angola,2021,1,0.00019262384465859687
AGO,Angola,2021,2,0.00020236117377893845
AGO,Angola,2021,3,0.00021599343454741662
AGO,Angola,2021,4,0.00025736734597974793
AGO,Angola,2021,5,0.0003346330525496583
AGO,Angola,2021,6,0.0003766593650330525
AGO,Angola,2021,7,0.0004152581376660865
AGO,Angola,2021,8,0.0004608775245948867
AGO,Angola,2021,9,0.0005509672936162869
AGO,Angola,2021,10,0.000626830824792868
AGO,Angola,2021,11,0.0006344356788358547
AGO,Angola,2021,12,0.0007477002911636678
AGO,Angola,2022,1,0.0009549982908066195
AGO,Angola,2022,2,0.000961084121506833
AGO,Angola,2022,3,0.0009653393343324223
AGO,Angola,2022,4,0.0009671407402196855
AGO,Angola,2022,5,0.0009721652020457817
AGO,Angola,2022,6,0.0009865861864730076
AGO,Angola,2022,7,0.000997832801607002
AGO,Angola,2022,8,0.0010038407336742528
AGO,Angola,2022,9,0.0010051844850928599
AGO,Angola,2022,10,0.0010121758874012652
AGO,Angola,2022,11,0.0010199852253557791
AGO,Angola,2022,12,0.001023344603902297
AGO,Angola,2023,1,0.0010244157101055346
AGO,Angola,2023,2,0.001025116797802199
AGO,Angola,2023,3,0.0010254965536378923
AIA,Anguilla,2020,1,0.0
AIA,Anguilla,2020,2,0.0
AIA,Anguilla,2020,3,1.9474658240683132e-08
AIA,Anguilla,2020,4,2.9211987361024702e-08
AIA,Anguilla,2020,5,2.9211987361024702e-08
AIA,Anguilla,2020,6,2.9211987361024702e-08
AIA,Anguilla,2020,7,2.9211987361024702e-08
AIA,Anguilla,2020,8,2.9211987361024702e-08
AIA,Anguilla,2020,9,2.9211987361024702e-08
AIA,Anguilla,2020,10,2.9211987361024702e-08
AIA,Anguilla,2020,11,5.8423974722049404e-08
AIA,Anguilla,2020,12,1.2658527856444036e-07
AIA,Anguilla,2021,1,1.6553459504580663e-07
AIA,Anguilla,2021,2,1.752719241661482e-07
AIA,Anguilla,2021,3,2.4343322800853916e-07
AIA,Anguilla,2021,4,8.860969499510826e-07
AIA,Anguilla,2021,5,1.0613688741172307e-06
AIA,Anguilla,2021,6,1.0613688741172307e-06
AIA,Anguilla,2021,7,1.1100555197189386e-06
AIA,Anguilla,2021,8,2.11300041911412e-06
AIA,Anguilla,2021,9,3.7878210278128697e-06
AIA,Anguilla,2021,10,8.685697575344677e-06
AIA,Anguilla,2021,11,1.298959704653565e-05
AIA,Anguilla,2021,12,1.6300288947451784e-05
AIA,Anguilla,2022,1,2.26295528756738e-05
AIA,Anguilla,2022,2,2.461596801622348e-05
AIA,Anguilla,2022,3,2.629078862492223e-05
AIA,Anguilla,2022,4,2.7147673587512288e-05
AIA,Anguilla,2022,5,3.118866517245404e-05
AIA,Anguilla,2022,6,3.3652209439900456e-05
AIA,Anguilla,2022,7,3.485963825082281e-05
AIA,Anguilla,2022,8,3.7362131834750594e-05
AIA,Anguilla,2022,9,3.763477705012016e-05
AIA,Anguilla,2022,10,3.7644514379240496e-05
AIA,Anguilla,2022,11,3.7644514379240496e-05
AIA,Anguilla,2022,12,3.801453288581348e-05
AIA,Anguilla,2023,1,3.801453288581348e-05
AIA,Anguilla,2023,2,3.801453288581348e-05
AIA,Anguilla,2023,3,3.801453288581348e-05
ALB,Albania,2020,1,0.0
ALB,Albania,2020,2,0.0
ALB,Albania,2020,3,2.0643137735124123e-06
ALB,Albania,2020,4,7.302996840256175e-06
ALB,Albania,2020,5,1.0701324703255382e-05
ALB,Albania,2020,6,2.3389064547060445e-05
ALB,Albania,2020,7,4.97090651593437e-05
ALB,Albania,2020,8,9.03526769076494e-05
ALB,Albania,2020,9,0.00013039257425049393
ALB,Albania,2020,10,0.00019781384107973892
ALB,Albania,2020,11,0.00035823633833736627
ALB,Albania,2020,12,0.0005564494099110391
ALB,Albania,2021,1,0.0007434450783380787
ALB,Albania,2021,2,0.0010246494060044227
ALB,Albania,2021,3,0.0012115087518237773
ALB,Albania,2021,4,0.001274217151358777
ALB,Albania,2021,5,0.0012882194306338282
ALB,Albania,2021,6,0.001290322693723822
ALB,Albania,2021,7,0.001295055035676308
ALB,Albania,2021,8,0.001410422911094115
ALB,Albania,2021,9,0.0016434858835894903
ALB,Albania,2021,10,0.0017949792500437645
ALB,Albania,2021,11,0.0019431327126097613
ALB,Albania,2021,12,0.002034118315910233
ALB,Albania,2022,1,0.0025032920449156505
ALB,Albania,2022,2,0.0026429545564887096
ALB,Albania,2022,3,0.0026634418969579085
ALB,Albania,2022,4,0.0026770741577263864
ALB,Albania,2022,5,0.00268829156087302
ALB,Albania,2022,6,0.002718340958538394
ALB,Albania,2022,7,0.003011541675680999
ALB,Albania,2022,8,0.0031882449872278375
ALB,Albania,2022,9,0.003222890404238013
ALB,Albania,2022,10,0.003230680267534286
ALB,Albania,2022,11,0.003234974429676357
ALB,Albania,2022,12,0.0032402715367178224
ALB,Albania,2023,1,0.003244702021467578
ALB,Albania,2023,2,0.003247301888342709
ALB,Albania,2023,3,0.0032503983590029778
AND,Andorra,2020,1,0.0
AND,Andorra,2020,2,0.0
AND,Andorra,2020,3,3.661235749248429e-06
AND,Andorra,2020,4,7.244572865534126e-06
AND,Andorra,2020,5,7.439319447940957e-06
AND,Andorra,2020,6,8.32541639789204e-06
AND,Andorra,2020,7,8.977817448954925e-06
AND,Andorra,2020,8,1.094475793126392e-05
AND,Andorra,2020,9,1.914358905059152e-05
AND,Andorra,2020,10,4.542464034639341e-05
AND,Andorra,2020,11,6.53569530557326e-05
AND,Andorra,2020,12,7.773309836768673e-05
AND,Andorra,2021,1,9.625349835457638e-05
AND,Andorra,2021,2,0.00010564028362658566
AND,Andorra,2021,3,0.00011630265901335967
AND,Andorra,2021,4,0.000128513269730268
AND,Andorra,2021,5,0.00013333324764483708
AND,Andorra,2021,6,0.0001353488747727478
AND,Andorra,2021,7,0.00014292451682837353
AND,Andorra,2021,8,0.00014637153133697443
AND,Andorra,2021,9,0.0001480950385912749
AND,Andorra,2021,10,0.00015108439863121975
AND,Andorra,2021,11,0.00016665438789464592
AND,Andorra,2021,12,0.00022514652392053772
AND,Andorra,2022,1,0.00034622047420286475
AND,Andorra,2022,2,0.0003700087692438592
AND,Andorra,2022,3,0.0003897268607125509
AND,Andorra,2022,4,0.0004026288217970034
AND,Andorra,2022,5,0.0004176729952879312
AND,Andorra,2022,6,0.00042624184491383177
AND,Andorra,2022,7,0.000443126373608504
AND,Andorra,2022,8,0.0004481800474219613
AND,Andorra,2022,9,0.0004501275132460296
AND,Andorra,2022,10,0.0004531266106150948
AND,Andorra,2022,11,0.0004559406987308735
AND,Andorra,2022,12,0.00046496720282543017
AND,Andorra,2023,1,0.0004658240877880202
AND,Andorra,2023,2,0.0004661746316363525
AND,Andorra,2023,3,0.0004665835994594069
ARE,United Arab Emirates,2020,1,7.789863296273253e-08
ARE,United Arab Emirates,2020,2,2.2395856976785604e-07
ARE,United Arab Emirates,2020,3,6.4655865359068e-06
ARE,United Arab Emirates,2020,4,0.00011615659907655455
ARE,United Arab Emirates,2020,5,0.0003300565078630977
ARE,United Arab Emirates,2020,6,0.00046978718073999924
ARE,United Arab Emirates,2020,7,0.0005864111716143302
ARE,United Arab Emirates,2020,8,0.0006785944663966038
ARE,United Arab Emirates,2020,9,0.0009064479678125965
ARE,United Arab Emirates,2020,10,0.0012805366779578787
ARE,United Arab Emirates,2020,11,0.0016334661719246588
ARE,United Arab Emirates,2020,12,0.002006785633069434
ARE,United Arab Emirates,2021,1,0.0029276351106510157
ARE,United Arab Emirates,2021,2,0.003783867672190011
ARE,United Arab Emirates,2021,3,0.004472939504720102
ARE,United Arab Emirates,2021,4,0.005046487664566461
ARE,United Arab Emirates,2021,5,0.0055412510945001365
ARE,United Arab Emirates,2021,6,0.006145812647594783
ARE,United Arab Emirates,2021,7,0.006614772155359554
ARE,United Arab Emirates,2021,8,0.006985306740375911
ARE,United Arab Emirates,2021,9,0.00716401594172154
ARE,United Arab Emirates,2021,10,0.007203909779127579
ARE,United Arab Emirates,2021,11,0.007224864511394554
ARE,United Arab Emirates,2021,12,0.0073956085775197435
ARE,United Arab Emirates,2022,1,0.008208860568321551
ARE,United Arab Emirates,2022,2,0.008562695633896522
ARE,United Arab Emirates,2022,3,0.008675833660945771
ARE,United Arab Emirates,2022,4,0.008747140122094033
ARE,United Arab Emirates,2022,5,0.008839781071344963
ARE,United Arab Emirates,2022,6,0.009192252910843086
ARE,United Arab Emirates,2022,7,0.009643850760786287
ARE,United Arab Emirates,2022,8,0.009882405586905537
ARE,United Arab Emirates,2022,9,0.00999601100575256
ARE,United Arab Emirates,2022,10,0.010100989150998963
ARE,United Arab Emirates,2022,11,0.01016761195684034
ARE,United Arab Emirates,2022,12,0.010194185128009752
ARE,United Arab Emirates,2023,1,0.010217817625784822
ARE,United Arab Emirates,2023,2,0.010242988621560905
ARE,United Arab Emirates,2023,3,0.01028734215570406
ARG,Argentina,2020,1,0.0
ARG,Argentina,2020,2,0.0
ARG,Argentina,2020,3,1.4761790946437816e-05
ARG,Argentina,2020,4,6.14230720911146e-05
ARG,Argentina,2020,5,0.00021817459627037315
ARG,Argentina,2020,6,0.0007733289414084068
ARG,Argentina,2020,7,0.0021634203092992486
ARG,Argentina,2020,8,0.004512998876721188
ARG,Argentina,2020,9,0.007815813278378964
ARG,Argentina,2020,10,0.011801633156524858
ARG,Argentina,2020,11,0.014308333266632629
ARG,Argentina,2020,12,0.016303395155441172
ARG,Argentina,2021,1,0.01941187194251517
ARG,Argentina,2021,2,0.021256131815236983
ARG,Argentina,2021,3,0.023840594235699803
ARG,Argentina,2021,4,0.030161746968764575
ARG,Argentina,2021,5,0.038059519346349456
ARG,Argentina,2021,6,0.04448116131593615
ARG,Argentina,2021,7,0.04879614186766607
ARG,Argentina,2021,8,0.05119340413579033
ARG,Argentina,2021,9,0.051852504469288005
ARG,Argentina,2021,10,0.052184547392291655
ARG,Argentina,2021,11,0.05261758589293149
ARG,Argentina,2021,12,0.05628684520137507
ARG,Argentina,2022,1,0.08230925356108246
ARG,Argentina,2022,2,0.086690876393312
ARG,Argentina,2022,3,0.08791368044691536
ARG,Argentina,2022,4,0.08833928936543638
ARG,Argentina,2022,5,0.08988112727033862
ARG,Argentina,2022,6,0.09121123669084816
ARG,Argentina,2022,7,0.09309185575050533
ARG,Argentina,2022,8,0.09424006212571776
ARG,Argentina,2022,9,0.09453408077850647
ARG,Argentina,2022,10,0.09463588455445965
ARG,Argentina,2022,11,0.09471740547385514
ARG,Argentina,2022,12,0.09631327581804616
ARG,Argentina,2023,1,0.09773488692029955
ARG,Argentina,2023,2,0.09780295085085074
ARG,Argentina,2023,3,0.09781105230867887
ARG,Argentina,2023,4,0.0
ARM,Armenia,2020,1,0.0
ARM,Armenia,2020,2,0.0
ARM,Armenia,2020,3,5.180259092021713e-06
ARM,Armenia,2020,4,2.0117321962625676e-05
ARM,Armenia,2020,5,9.038188889501043e-05
ARM,Armenia,2020,6,0.0002487108603917643
ARM,Armenia,2020,7,0.0003753740375891674
ARM,Armenia,2020,8,0.0004263100062176741
ARM,Armenia,2020,9,0.0004903621571712809
ARM,Armenia,2020,10,0.0008745387402852371
ARM,Armenia,2020,11,0.0013157468600570339
ARM,Armenia,2020,12,0.0015522178977445287
ARM,Armenia,2021,1,0.0016263871336541706
ARM,Armenia,2021,2,0.0016753853737877292
ARM,Armenia,2021,3,0.0018757893444134792
ARM,Armenia,2021,4,0.0021038862790574804
ARM,Armenia,2021,5,0.0021682110752264568
ARM,Armenia,2021,6,0.002191824098343285
ARM,Armenia,2021,7,0.002240656803881798
ARM,Armenia,2021,8,0.0023577481865539054
ARM,Armenia,2021,9,0.002548229818806027
ARM,Armenia,2021,10,0.003002271738358434
ARM,Armenia,2021,11,0.0032962611791597864
ARM,Armenia,2021,12,0.0033586969334794166
ARM,Armenia,2022,1,0.0035813409638160267
ARM,Armenia,2022,2,0.004088042359251241
ARM,Armenia,2022,3,0.004114206562597598
ARM,Armenia,2022,4,0.004117595153131477
ARM,Armenia,2022,5,0.00411852993672703
ARM,Armenia,2022,6,0.004121256388880726
ARM,Armenia,2022,7,0.00414191900127409
ARM,Armenia,2022,8,0.004229876295218136
ARM,Armenia,2022,9,0.004307658080231425
ARM,Armenia,2022,10,0.004330998458132883
ARM,Armenia,2022,11,0.004336821380946847
ARM,Armenia,2022,12,0.004339148602606609
ARM,Armenia,2023,1,0.004342391133203683
ARM,Armenia,2023,2,0.004350823660221898
ARM,Armenia,2023,3,0.004363793782610193
ASM,American Samoa,2020,1,0.0
ASM,American Samoa,2020,2,0.0
ASM,American Samoa,2020,3,0.0
ASM,American Samoa,2020,4,0.0
ASM,American Samoa,2020,5,0.0
ASM,American Samoa,2020,6,0.0
ASM,American Samoa,2020,7,0.0
ASM,American Samoa,2020,8,0.0
ASM,American Samoa,2020,9,0.0
ASM,American Samoa,2020,10,0.0
ASM,American Samoa,2020,11,0.0
ASM,American Samoa,2020,12,0.0
ASM,American Samoa,2021,1,0.0
ASM,American Samoa,2021,2,0.0
ASM,American Samoa,2021,3,0.0
ASM,American Samoa,2021,4,0.0
ASM,American Samoa,2021,5,0.0
ASM,American Samoa,2021,6,0.0
ASM,American Samoa,2021,7,0.0
ASM,American Samoa,2021,8,0.0
ASM,American Samoa,2021,9,9.737329120341566e-09
ASM,American Samoa,2021,10,3.8949316481366265e-08
ASM,American Samoa,2021,11,9.737329120341567e-08
ASM,American Samoa,2021,12,1.0711062032375723e-07
ASM,American Samoa,2022,1,1.752719241661482e-07
ASM,American Samoa,2022,2,8.179356461086917e-07
ASM,American Samoa,2022,3,3.716738525234376e-05
ASM,American Samoa,2022,4,5.66907301386286e-05
ASM,American Samoa,2022,5,5.983588744449893e-05
ASM,American Samoa,2022,6,6.33413259278219e-05
ASM,American Samoa,2022,7,7.56200979485726e-05
ASM,American Samoa,2022,8,7.953450425494992e-05
ASM,American Samoa,2022,9,8.033296524281793e-05
ASM,American Samoa,2022,10,8.040112654666032e-05
ASM,American Samoa,2022,11,8.04692878505027e-05
ASM,American Samoa,2022,12,8.067377176202988e-05
ASM,American Samoa,2023,1,8.101457828124184e-05
ASM,American Samoa,2023,2,8.101457828124184e-05
ASM,American Samoa,2023,3,8.10535275977232e-05
ATG,Antigua and Barbuda,2020,1,0.0
ATG,Antigua and Barbuda,2020,2,0.0
ATG,Antigua and Barbuda,2020,3,6.816130384239097e-08
ATG,Antigua and Barbuda,2020,4,2.3369589888819761e-07
ATG,Antigua and Barbuda,2020,5,2.4343322800853916e-07
ATG,Antigua and Barbuda,2020,6,6.329263928222019e-07
ATG,Antigua and Barbuda,2020,7,8.860969499510826e-07
ATG,Antigua and Barbuda,2020,8,9.153089373121073e-07
ATG,Antigua and Barbuda,2020,9,9.834702411544983e-07
ATG,Antigua and Barbuda,2020,10,1.236640798283379e-06
ATG,Antigua and Barbuda,2020,11,1.372963405968161e-06
ATG,Antigua and Barbuda,2020,12,1.5384980010139676e-06
ATG,Antigua and Barbuda,2021,1,2.1227377482344614e-06
ATG,Antigua and Barbuda,2021,2,7.0693009413679775e-06
ATG,Antigua and Barbuda,2021,3,1.106160588070802e-05
ATG,Antigua and Barbuda,2021,4,1.1918490843298078e-05
ATG,Antigua and Barbuda,2021,5,1.2269034691630374e-05
ATG,Antigua and Barbuda,2021,6,1.2298246678991398e-05
ATG,Antigua and Barbuda,2021,7,1.2687739843805061e-05
ATG,Antigua and Barbuda,2021,8,1.6680044783145104e-05
ATG,Antigua and Barbuda,2021,9,3.0769960020279354e-05
ATG,Antigua and Barbuda,2021,10,3.933880964617993e-05
ATG,Antigua and Barbuda,2021,11,4.032227988733443e-05
ATG,Antigua and Barbuda,2021,12,4.182182857186703e-05
ATG,Antigua and Barbuda,2022,1,6.38574043712e-05
ATG,Antigua and Barbuda,2022,2,7.241651666798023e-05
ATG,Antigua and Barbuda,2022,3,7.294233244047868e-05
ATG,Antigua and Barbuda,2022,4,7.425687187172479e-05
ATG,Antigua and Barbuda,2022,5,7.905737512805319e-05
ATG,Antigua and Barbuda,2022,6,8.398446366294601e-05
ATG,Antigua and Barbuda,2022,7,8.542558837275657e-05
ATG,Antigua and Barbuda,2022,8,8.713935829793668e-05
ATG,Antigua and Barbuda,2022,9,8.859022033686757e-05
ATG,Antigua and Barbuda,2022,10,8.866811896983031e-05
ATG,Antigua and Barbuda,2022,11,8.866811896983031e-05
ATG,Antigua and Barbuda,2022,12,8.866811896983031e-05
ATG,Antigua and Barbuda,2023,1,8.866811896983031e-05
ATG,Antigua and Barbuda,2023,2,8.866811896983031e-05
ATG,Antigua and Barbuda,2023,3,8.866811896983031e-05
AUS,Australia,2020,1,8.76359620830741e-08
AUS,Australia,2020,2,2.4343322800853916e-07
AUS,Australia,2020,3,4.244501763556889e-05
AUS,Australia,2020,4,6.568802224582421e-05
AUS,Australia,2020,5,6.996270972965416e-05
AUS,Australia,2020,6,7.562983527769295e-05
AUS,Australia,2020,7,0.00015874767664892856
AUS,Australia,2020,8,0.00024995723851916805
AUS,Australia,2020,9,0.0002635213379838038
AUS,Australia,2020,10,0.0002685750117972611
AUS,Australia,2020,11,0.00027160332115368734
AUS,Australia,2020,12,0.000276355137764414
AUS,Australia,2021,1,0.00028049350264055915
AUS,Australia,2021,2,0.00028204173797069347
AUS,Australia,2021,3,0.0002852647939095265
AUS,Australia,2021,4,0.0002899679238746515
AUS,Australia,2021,5,0.00029307413186404046
AUS,Australia,2021,6,0.0003002505434257322
AUS,Australia,2021,7,0.00032907303762194325
AUS,Australia,2021,8,0.0005419894761673319
AUS,Australia,2021,9,0.0010141428278835742
AUS,Australia,2021,10,0.0015963182613305557
AUS,Australia,2021,11,0.002058714809268216
AUS,Australia,2021,12,0.0035697730168210606
AUS,Australia,2022,1,0.022621139823313825
AUS,Australia,2022,2,0.02937589582210741
AUS,Australia,2022,3,0.04057934537611144
AUS,Australia,2022,4,0.05373655106879553
AUS,Australia,2022,5,0.06813450671265178
AUS,Australia,2022,6,0.07572754937541558
AUS,Australia,2022,7,0.08680970102056752
AUS,Australia,2022,8,0.09442505190434601
AUS,Australia,2022,9,0.09633010192276611
AUS,Australia,2022,10,0.09794403501247537
AUS,Australia,2022,11,0.10093521593296573
AUS,Australia,2022,12,0.10502253772986207
AUS,Australia,2023,1,0.10679437134858678
AUS,Australia,2023,2,0.10748457271129483
AUS,Australia,2023,3,0.10786653892069847
AUT,Austria,2020,1,0.0
AUT,Austria,2020,2,2.9211987361024702e-08
AUT,Austria,2020,3,5.939770763408356e-05
AUT,Austria,2020,4,0.0001187467286225654
AUT,Austria,2020,5,0.00013044126089609563
AUT,Austria,2020,6,0.00014035386194060335
AUT,Austria,2020,7,0.0001719222829487507
AUT,Austria,2020,8,0.00023280006460912618
AUT,Austria,2020,9,0.0003992694432504856
AUT,Austria,2020,10,0.0009563907288708284
AUT,Austria,2020,11,0.002679654549943277
AUT,Austria,2020,12,0.0034339762249087774
AUT,Austria,2021,1,0.003949090672703967
AUT,Austria,2021,2,0.0043681755807143475
AUT,Austria,2021,3,0.005188311863204236
AUT,Austria,2021,4,0.00590681964166512
AUT,Austria,2021,5,0.006178559285426492
AUT,Austria,2021,6,0.006239028099263813
AUT,Austria,2021,7,0.0063198966176082495
AUT,Austria,2021,8,0.006596193331397941
AUT,Austria,2021,9,0.007132466995371633
AUT,Austria,2021,10,0.007955057084799847
AUT,Austria,2021,11,0.011120750417784974
AUT,Austria,2021,12,0.012313164267203762
AUT,Austria,2022,1,0.017806770610318066
AUT,Austria,2022,2,0.025925336925706692
AUT,Austria,2022,3,0.03723099922348695
AUT,Austria,2022,4,0.04041985766244937
AUT,Austria,2022,5,0.04154778118110414
AUT,Austria,2022,6,0.04318352588804295
AUT,Austria,2022,7,0.046404381190494816
AUT,Austria,2022,8,0.04803784736241948
AUT,Austria,2022,9,0.04980111213151829
AUT,Austria,2022,10,0.05293184845296139
AUT,Austria,2022,11,0.05409175909777648
AUT,Austria,2022,12,0.05551136431023107
AUT,Austria,2023,1,0.05625082682095893
AUT,Austria,2023,2,0.05750410871470897
AUT,Austria,2023,3,0.058666190783917896
AUT,Austria,2023,4,0.0
AZE,Azerbaijan,2020,1,0.0
AZE,Azerbaijan,2020,2,9.737329120341566e-09
AZE,Azerbaijan,2020,3,1.8500925328648976e-06
AZE,Azerbaijan,2020,4,1.671899409962647e-05
AZE,Azerbaijan,2020,5,4.857953498138408e-05
AZE,Azerbaijan,2020,6,0.0001599258934724899
AZE,Azerbaijan,2020,7,0.00030400915246618404
AZE,Azerbaijan,2020,8,0.00035223814359923585
AZE,Azerbaijan,2020,9,0.0003900871418900035
AZE,Azerbaijan,2020,10,0.0005175585174043949
AZE,Azerbaijan,2020,11,0.001110298952946947
AZE,Azerbaijan,2020,12,0.002108949690200058
AZE,Azerbaijan,2021,1,0.002238952771285738
AZE,Azerbaijan,2021,2,0.002278427903539603
AZE,Azerbaijan,2021,3,0.0025266032108297483
AZE,Azerbaijan,2021,4,0.0030956235126351483
AZE,Azerbaijan,2021,5,0.003250943649433717
AZE,Azerbaijan,2021,6,0.003271362828599073
AZE,Azerbaijan,2021,7,0.003342007151367151
AZE,Azerbaijan,2021,8,0.004100418504563195
AZE,Azerbaijan,2021,9,0.00470437634325238
AZE,Azerbaijan,2021,10,0.005152108473534806
AZE,Azerbaijan,2021,11,0.005712306755157177
AZE,Azerbaijan,2021,12,0.006001622277980765
AZE,Azerbaijan,2022,1,0.006390453304414245
AZE,Azerbaijan,2022,2,0.007646734295533353
AZE,Azerbaijan,2022,3,0.007710757234499599
AZE,Azerbaijan,2022,4,0.0077173980929596715
AZE,Azerbaijan,2022,5,0.007719355296112861
AZE,Azerbaijan,2022,6,0.007723883154153819
AZE,Azerbaijan,2022,7,0.007774322518997188
AZE,Azerbaijan,2022,8,0.00791465690627955
AZE,Azerbaijan,2022,9,0.007997375517156853
AZE,Azerbaijan,2022,10,0.008016226986333834
AZE,Azerbaijan,2022,11,0.00802636354594811
AZE,Azerbaijan,2022,12,0.00804606216275856
AZE,Azerbaijan,2023,1,0.008061622414692866
AZE,Azerbaijan,2023,2,0.008067523236139794
AZE,Azerbaijan,2023,3,0.008076335518993703
BDI,Burundi,2020,1,0.0
BDI,Burundi,2020,2,0.0
BDI,Burundi,2020,3,0.0
BDI,Burundi,2020,4,1.460599368051235e-07
BDI,Burundi,2020,5,6.134517345815187e-07
BDI,Burundi,2020,6,1.6553459504580664e-06
BDI,Burundi,2020,7,3.7683463695721864e-06
BDI,Burundi,2020,8,4.333111458551997e-06
BDI,Burundi,2020,9,4.946563193133516e-06
BDI,Burundi,2020,10,5.696337535399817e-06
BDI,Burundi,2020,11,6.699282434794998e-06
BDI,Burundi,2020,12,7.965135220439401e-06
BDI,Burundi,2021,1,1.592053311175846e-05
BDI,Burundi,2021,2,2.1587658659797255e-05
BDI,Burundi,2021,3,2.7673489360010733e-05
BDI,Burundi,2021,4,3.9124588405532414e-05
BDI,Burundi,2021,5,4.6768391765000544e-05
BDI,Burundi,2021,6,5.338003823771247e-05
BDI,Burundi,2021,7,7.178359027515803e-05
BDI,Burundi,2021,8,0.0001237614531195413
BDI,Burundi,2021,9,0.00017791074035776076
BDI,Burundi,2021,10,0.00019559373004030106
BDI,Burundi,2021,11,0.00019878757399177308
