YEAR,APT_IATA,APT_AIRPORT,APT_COUNTRY,APT_LATITUDE,APT_LONGITUDE,FLT_TOT_1_ORIG,FLT_TOT_1_NORMALIZED
2018,VIE,Vienna International Airport,Austria,48.11029816,16.56970024,256393,0.500670768738076
2018,VIT,Vitoria Airport,Spain,42.88280106,-2.7244699,8677,0.01694398934581009
2018,VLC,Valencia Airport,Spain,39.4893,-0.481625,68919,0.13458139929974477
2018,VLL,Valladolid Airport,Spain,41.70610046,-4.851940155,3085,0.0060242257844674565
2018,VNO,Vilnius Airport,Lithuania,54.634102,25.285801,46491,0.09078518020929546
2018,VNT,Ventspils International Airport,Latvia,57.35779953,21.5442009,14,2.7338463851716173e-05
2018,WAT,Waterford Airport,Ireland,52.18719864,-7.086959839,393,0.0007674297352660325
2018,WAW,Warsaw Chopin Airport,Poland,52.16569901,20.96710014,187235,0.3656226628054341
2018,WMI,Warsaw Modlin Airport,Poland,52.451099,20.6518,19709,0.03848669886096243
2018,WRO,Copernicus Airport Wroclaw,Poland,51.10269928,16.88579941,30942,0.0604219106071287
2018,XCR,Chalons Vatry Airport,France,48.77333333,4.206111111,3389,0.0066178609995332935
2018,XRY,Jerez Airport (La Parra Airport),Spain,36.74459839,-6.060110092,15060,0.029408376114774683
2018,ZAG,Franjo Tudman Airport,Croatia,45.74290085,16.06879997,43133,0.08422785437971955
2018,ZAZ,Zaragoza Airport,Spain,41.66619873,-1.04155004,9302,0.01816445648204742
2018,ZRH,Zurich Airport,Switzerland,47.464699,8.54917,271578,0.5303232382800982
2018,ZTH,Zakynthos International Airport (Dionysios SolomosAirport),Greece,37.7509,20.8843,13138,0.025655195577417647
2019,ABC,Albacete Airport,Spain,38.94850159,-1.863520026,732,0.0014244958802489365
2019,ABZ,Aberdeen Airport,United Kingdom,57.20190048,-2.197779894,51233,0.09970108938906252
2019,ACE,Lanzarote Airport,Spain,28.945499,-13.6052,59130,0.11506890901519073
2019,ADB,Adnan Menderes Airport,Türkiye,38.29240036,27.15699959,77036,0.14991456916783752
2019,AES,Alesund Airport,Norway,62.5625,6.119699955,14554,0.028322558799375713
2019,AGA,Agadir-Al Massira Airport,Morocco,30.32500076,-9.413069725,16954,0.03299303709527387
2019,AGF,Agen La Garenne Airport,France,44.17470169,0.590556026,3848,0.007488333534423371
2019,AGP,Malaga Airport,Spain,36.67490005,-4.499110222,140721,0.2738476567821183
2019,AJA,Ajaccio Napoleon Bonaparte Airport,France,41.92359924,8.802920341,17241,0.03355154845815835
2019,ALC,Alicante-Elche Airport,Spain,38.28219986,-0.558156013,101210,0.19695796180327166
2019,ALF,Alta Airport,Norway,69.97609711,23.37170029,8284,0.01612093425134179
2019,AMS,Amsterdam Airport Schiphol,Netherlands,52.308601,4.76389,509185,0.9908906212903753
2019,ANE,Angers - Loire Airport,France,47.560299,-0.312222,1550,0.0030163505661008902
2019,ANR,Antwerp International Airport,Belgium,51.18939972,4.460279942,13173,0.025635087746610986
2019,ANX,Andoya Airport,Norway,69.29250336,16.14419937,3317,0.006454990211455905
2019,ARN,Stockholm Arlanda Airport,Sweden,59.65190125,17.91860008,233007,0.453439223455142
2019,ATH,Athens International Airport (Eleftherios Venizelos Airport),Greece,37.93640137,23.94449997,220639,0.4293706919702802
2019,AVN,Avignon - Provence Airport,France,43.90729904,4.901830196,6499,0.012647266018767539
2019,AYT,Antalya Airport,Türkiye,36.898701,30.800501,203062,0.3951652765506961
2019,BBU,Aurel Vlaicu International Airport (Baneasa Airport),Romania,44.50320053,26.10210037,6188,0.012042049872924069
2019,BCN,Barcelona El Prat Airport,Spain,41.2971,2.07846,344508,0.6704238069847003
2019,BDS,Brindisi - Salento Airport,Italy,40.6576,17.947001,19942,0.038807782573667064
2019,BDU,Bardufoss Airport,Norway,69.05580139,18.54039955,3275,0.006373256841277687
2019,BEG,Belgrade Nikola Tesla Airport,Serbia,44.81840134,20.3090992,70978,0.13812550353594127
2019,BER,Berlin Brandenburg Airport,Germany,52.35138889,13.49388889,90231,0.1755924696321609
2019,BES,Brest Bretagne Airport,France,48.44789886,-4.418540001,16943,0.032971630736417665
2019,BFS,Belfast International Airport,United Kingdom,54.65750122,-6.215829849,51470,0.10016229912078246
2019,BGO,Bergen Airport,Norway,60.29339981,5.218140125,88377,0.1719845251485796
2019,BGY,Il Caravaggio International Airport (Orio al Serio Airport),Italy,45.673901,9.70417,95147,0.18515916600825896
2019,BHD,George Best Belfast City Airport,United Kingdom,54.61809921,-5.872499943,35152,0.06840693877392161
2019,BHX,Birmingham Airport,United Kingdom,52.45389938,-1.748029947,107768,0.20972004374681338
2019,BIA,Bastia - Poretta Airport,France,42.55270004,9.483730316,16860,0.032810110028684523
2019,BIO,Bilbao Airport,Spain,43.30110168,-2.910609961,48984,0.0953244620192813
2019,BIQ,Biarritz Pays Basque Airport,France,43.4683333,-1.5311111,12336,0.024006258440916504
2019,BJF,Batsfjord Airport,Norway,70.60050201,29.69140053,2282,0.004440846446349827
2019,BJZ,Badajoz Airport (Talavera la Real Air Base),Spain,38.8913002,-6.82133007,2288,0.004452522642089572
2019,BLQ,Bologna Guglielmo Marconi Airport,Italy,44.5354,11.2887,77090,0.15001965492949523
2019,BMA,Stockholm Bromma Airport,Sweden,59.35440063,17.94169998,51798,0.10080059782122187
2019,BNN,Bronnoysund Airport,Norway,65.46109772,12.21749973,7062,0.013742882385680314
2019,BOD,Bordeaux-Merignac Airport,France,44.82830048,-0.715556026,74692,0.14535306869884368
2019,BOO,Bodo Airport,Norway,67.26920319,14.36530018,38981,0.07585829768850245
2019,BQH,London Biggin Hill Airport,United Kingdom,51.3307991,0.032499999,17204,0.03347954525109659
2019,BRE,Bremen Airport,Germany,53.04750061,8.786669731,29375,0.057164708309170094
2019,BRQ,Brno-Turany Airport,Czech Republic,49.15129852,16.69440079,9026,0.017564890457823636
2019,BRS,Bristol Airport,United Kingdom,51.382702,-2.71909,66393,0.12920294395815252
2019,BRU,Brussels Airport (Zaventem Airport),Belgium,50.90140152,4.48443985,229281,0.44618830590076014
2019,BSL,EuroAirport Basel-Mulhouse-Freiburg,France,47.59,7.529167,84560,0.16455651862547824
2019,BTS,M. R. Stefanik Airport,Slovakia,48.17020035,17.21269989,22593,0.04396671505801123
2019,BUD,Budapest Ferenc Liszt International Airport,Hungary,47.42976,19.261093,122132,0.2376728563477638
2019,BVA,Beauvais-Tille Airport,France,49.45439911,2.112780094,24616,0.047903539054928716
2019,BVE,Brive-Souillac Airport,France,45.039722,1.485556,3226,0.006277901242736433
2019,BVG,Berlevag Airport,Norway,70.871399,29.034201,1674,0.0032576586113889612
2019,BYF,Albert - Picardie Airport,France,49.9715004,2.697659969,1290,0.002510382084045257
2019,BZG,Bydgoszcz Ignacy Jan Paderewski Airport,Poland,53.09680176,17.97769928,4429,0.008618978488555381
2019,BZR,Beziers Cap d'Agde Airport,France,43.32350159,3.353899956,6648,0.012937224879637882
2019,CAT,Cascais Municipal Aerodrome,Portugal,38.724998,-9.35523,5596,0.01088999855993586
2019,CCF,Carcassonne Airport,France,43.2159996,2.306319952,5819,0.011323963834929729
2019,CDG,Charles de Gaulle Airport (Roissy Airport),France,49.012798,2.55,504887,0.9825265730754711
2019,CEQ,Cannes - Mandelieu Airport,France,43.542,6.95348,14012,0.027267809117552045
2019,CFE,Clermont-Ferrand Auvergne Airport,France,45.7867012,3.169169903,11590,0.022554518103941493
2019,CFN,Donegal Airport,Ireland,55.0442009,-8.340999603,1901,0.003699408016875995
2019,CFR,Caen - Carpiquet Airport,France,49.1733017,-0.449999988,6860,0.013349783795775552
2019,CFU,Corfu International Airport (Ioannis Kapodistrias Int'l Airport),Greece,39.60189819,19.9116993,24968,0.04858854253832711
2019,CGN,Cologne Bonn Airport,Germany,50.86589813,7.142739773,140929,0.2742524315677628
2019,CHQ,Chania International Airport,Greece,35.53170013,24.14970016,24310,0.047308053072201706
2019,CHR,Chateauroux-Centre Marcel Dassault Airport,France,46.860278,1.721111,2294,0.004464198837829317
2019,CIA,Ciampino-G. B. Pastine International Airport,Italy,41.7994,12.5949,51154,0.09954735281182253
2019,CLY,Calvi - Sainte-Catherine Airport,France,42.5244444,8.7930556,6004,0.011683979870238545
2019,CMF,Chambery-Savoie Airport,France,45.63809967,5.88022995,7293,0.01419241592166051
2019,CMN,Mohammed V International Airport,Morocco,33.36750031,-7.589970112,93889,0.182711056968159
2019,CPH,Copenhagen Airport,Denmark,55.61790085,12.65600014,263434,0.5126511580840141
2019,CQM,Ciudad Real Central Airport,Spain,38.85638889,-3.97,93,0.00018098103396605342
2019,CRL,Brussels South Charleroi Airport,Belgium,50.459202,4.45382,54763,0.10657058454927938
2019,CTA,Catania-Fontanarossa Airport,Italy,37.466801,15.0664,75399,0.14672891376351033
2019,DLE,Dole-Jura Airport,France,47.042686,5.435063,2907,0.0056571168359066375
2019,DNR,Dinard-Pleurtuit-Saint-Malo Airport,France,48.58769989,-2.079960108,2766,0.005382726236022621
2019,DOL,Deauville - Saint-Gatien Airport,France,49.36529922,0.154305995,3710,0.007219781032409227
2019,DRS,Dresden Airport,Germany,51.13280106,13.76720047,20524,0.03994037356042237
2019,DUB,Dublin Airport,Ireland,53.421299,-6.27007,238044,0.46324138977865825
2019,DUS,Dusseldorf Airport,Germany,51.289501,6.76678,225541,0.43891014388965216
2019,EAS,San Sebastian Airport,Spain,43.35649872,-1.790609956,5567,0.010833563613860423
2019,EBU,Saint-Etienne-Boutheon Airport,France,45.54059982,4.296390057,1697,0.003302417361724652
2019,EDI,Edinburgh Airport,United Kingdom,55.95000076,-3.372499943,131457,0.25581961055995145
2019,EFL,Cephalonia International Airport,Greece,38.12009811,20.50049973,7214,0.01403867934442053
2019,EGC,Bergerac Dordogne Perigord Airport,France,44.82529831,0.518611014,4411,0.008583949901336147
2019,EMA,East Midlands Airport,United Kingdom,52.83110046,-1.328060031,67617,0.13158488788906056
2019,ERF,Erfurt-Weimar Airport,Germany,50.97980118,10.95810032,4607,0.008965372295501161
2019,ESB,Esenboga International Airport,Türkiye,40.12810135,32.99509811,93433,0.18182366609193837
2019,ETZ,Metz-Nancy-Lorraine Airport,France,48.98210144,6.251319885,6481,0.012612237431548302
2019,EVE,Harstad/Narvik Airport,Norway,68.49130249,16.67810059,10191,0.01983201846395753
2019,EVN,Zvartnots International Airport,Armenia,40.14730072,44.39590073,25556,0.04973280972082216
2019,FAB,Farnborough Airport,United Kingdom,51.2757988,-0.776332974,30877,0.06008764930935302
2019,FAO,Faro Airport,Portugal,37.01440048,-7.965909958,60664,0.11805412305931896
2019,FCO,Leonardo da Vinci-Fiumicino Airport,Italy,41.8002778,12.2388889,309783,0.6028478241409239
2019,FDE,Forde Airport,Norway,61.39110184,5.756939888,3975,0.007735479677581315
2019,FEZ,Fes-Saiss Airport,Morocco,33.9272995,-4.97796011,12020,0.02339131213195658
2019,FLW,Flores Airport,Portugal,39.45529938,-31.13139915,1762,0.0034289094822385602
2019,FMO,Munster Osnabruck International Airport,Germany,52.13460159,7.684830189,18604,0.03620399092370385
2019,FNC,Madeira Airport,Portugal,32.697899,-16.7745,23907,0.04652380192501547
2019,FNI,Nimes-Ales-Camargue-Cevennes Airport (Garons Airport),France,43.75740051,4.416349888,4865,0.009467448712310212
2019,FRA,Frankfurt Airport,Germany,50.033333,8.570556,513866,1.0
2019,FRO,Floro Airport,Norway,61.58359909,5.024720192,8682,0.016895455235411565
2019,FSC,Figari-Sud Corse Airport,France,41.50059891,9.097780228,10254,0.019954618519224858
2019,FUE,Fuerteventura Airport,Spain,28.45269966,-13.86380005,46356,0.09021028828527282
2019,GDN,Gdansk Lech Walesa Airport,Poland,54.37760162,18.46619987,45104,0.08777385544091261
2019,GLA,Glasgow Airport,United Kingdom,55.871899,-4.43306,84345,0.1641381216114707
2019,GMZ,La Gomera Airport,Spain,28.02960014,-17.21459961,1852,0.003604052418334741
2019,GNB,Grenoble-Isere Airport,France,45.36289978,5.329370022,7135,0.013884942767180549
2019,GOT,Goteborg Landvetter Airport,Sweden,57.66279984,12.27980042,69265,0.13479194965224398
2019,GRO,Girona-Costa Brava Airport,Spain,41.90100098,2.760550022,16024,0.03118322675561333
2019,GRQ,Groningen Airport Eelde,Netherlands,53.11970139,6.579440117,10588,0.020604593415404014
2019,GRX,Federico Garcia Lorca Airport (Granada Jaen Airport),Spain,37.18870163,-3.777359962,11534,0.022445540277037206
2019,GRZ,Graz Airport,Austria,46.99110031,15.43959999,19324,0.03760513441247329
2019,GVA,Geneva Airport,Switzerland,46.23809814,6.108950138,179115,0.34856363332074897
2019,HAJ,Hannover Airport,Germany,52.46110153,9.685079575,64581,0.12567673284474942
2019,HAM,Hamburg Airport,Germany,53.63040161,9.988229752,149221,0.2903889340800909
2019,HAU,Haugesund Airport,Norway,59.34529877,5.208360195,6229,0.012121837210478997
2019,HEL,Helsinki Airport (Helsinki-Vantaa Airport),Finland,60.31719971,24.9633007,194634,0.3787641136016004
2019,HER,Heraklion International Airport (Nikos Kazantzakis Airport),Greece,35.33969879,25.18029976,55188,0.10739764841417801
2019,HFT,Hammerfest Airport,Norway,70.67970276,23.66860008,9787,0.019045821284148008
2019,HOR,Horta Airport,Portugal,38.51990128,-28.71590042,4653,0.009054889796172543
2019,HOV,Orsta-Volda Airport,Norway,62.18000031,6.074100018,4654,0.009056835828795833
2019,HVG,Honningsvag Airport,Norway,71.00969696,25.98360062,2107,0.004100290737273919
2019,IBZ,Ibiza Airport,Spain,38.8728981,1.37311995,73356,0.14275316911412703
2019,IEG,Zielona Gora Airport,Poland,52.13850021,15.7986002,1135,0.002208747027435168
2019,ILD,Lleida-Alguaire Airport,Spain,41.728185,0.535023,2873,0.005590951726714747
2019,INN,Innsbruck Airport (Kranebitten Airport),Austria,47.260201,11.344,19514,0.03797488061089856
2019,ISL,Istanbul Ataturk Airport,Türkiye,40.976898,28.8146,132657,0.2581548497079005
2019,IST,Istanbul Ataturk Airport,Türkiye,41.275278,28.751944,132657,0.2581548497079005
2019,JMK,Mykonos Island National Airport,Greece,37.43510056,25.34810066,17927,0.03488652683773591
2019,JSI,Skiathos Island National Airport,Greece,39.17710114,23.50370026,4201,0.008175283050445058
2019,JTR,Santorini (Thira) National Airport,Greece,36.39920044,25.47929955,21115,0.04109047884078729
2019,KBP,Boryspil International Airport,Ukraine,50.34500122,30.8946991,111042,0.21609135455546777
2019,KGS,Kos Island International Airport,Greece,36.79330063,27.0916996,19955,0.038833080997769845
2019,KIR,Kerry Airport (Farranfore Airport),Ireland,52.18090057,-9.523779869,4756,0.009255331156371505
2019,KIV,Chisinau International Airport,Moldova,46.92770004,28.93099976,27354,0.05323177637749919
2019,KKN,Kirkenes Airport,Norway,69.72579956,29.8913002,7735,0.015052562341155087
2019,KLU,Klagenfurt Airport,Austria,46.642502,14.3377,6597,0.012837977215850047
2019,KLV,Karlovy Vary Airport,Czech Republic,50.20299911,12.91499996,1568,0.0030513791533201265
2019,KRK,John Paul II International Airport Krakow-Balice,Poland,50.077702,19.7848,63337,0.12325586826137554
2019,KRS,Kristiansand Airport,Norway,58.204201,8.08537,16357,0.0318312556191692
2019,KSU,Kristiansund Airport,Norway,63.11180115,7.824520111,9632,0.01874418622753792
2019,KTW,Katowice International Airport,Poland,50.4743,19.08,37807,0.07357365538875894
2019,KUN,Kaunas International Airport,Lithuania,54.96390152,24.08480072,9565,0.018613802041777427
2019,LAI,Lannion - Cote de Granit Airport,France,48.754398,-3.47166,433,0.0008426321258849583
2019,LBG,Paris-Le Bourget Airport,France,48.9693985,2.441390038,53493,0.10409912311769995
2019,LCA,Larnaca International Airport,Cyprus,34.87509918,33.62490082,60657,0.11804050083095594
2019,LCG,A Coruna Airport,Spain,43.302101,-8.37726,11752,0.02286977538891462
2019,LCJ,Lodz Wladyslaw Reymont Airport,Poland,51.72190094,19.3980999,3759,0.007315136630950481
2019,LCY,London City Airport,United Kingdom,51.505299,0.055278,84208,0.16387151514207984
2019,LDE,Tarbes-Lourdes-Pyrenees Airport,France,43.17869949,-0.006439,6966,0.013556063253844387
2019,LDY,City of Derry Airport,United Kingdom,55.0428009,-7.161109924,3468,0.00674884113757283
2019,LEH,Le Havre - Octeville Airport,France,49.53390121,0.088055998,833,0.001621045175201317
2019,LEI,Almeria Airport,Spain,36.84389877,-2.370100021,9417,0.018325789213530376
2019,LEJ,Leipzig/Halle Airport,Germany,51.423889,12.236389,75413,0.1467561582202364
2019,LEN,Leon Airport,Spain,42.5890007,-5.655560017,1274,0.0024792455620726026
2019,LEY,Lelystad Airport,Netherlands,52.4603,5.52722,2906,0.005655170803283346
2019,LGG,Liege Airport,Belgium,50.63740158,5.443220139,34876,0.06786983376989332
2019,LGW,Gatwick Airport,United Kingdom,51.148102,-0.190278,284916,0.5544558308975491
2019,LHR,Heathrow Airport,United Kingdom,51.4706,-0.461941,478081,0.9303612225755352
2019,LIG,Limoges - Bellegarde Airport,France,45.8628006,1.179440022,6064,0.011800741827635998
2019,LIL,Lille Airport (Lille-Lesquin Airport),France,50.563332,3.086886,25320,0.049273546021725505
2019,LIN,Linate Airport,Italy,45.445099,9.27674,84458,0.16435802329790256
2019,LIS,Lisbon Portela Airport,Portugal,38.7813,-9.13592,220938,0.4299525557246442
2019,LJU,Ljubljana Joze Pucnik Airport (Brnik Airport),Slovenia,46.223701,14.4576,27935,0.0543624213316312
2019,LKL,Lakselv Airport,Norway,70.06880188,24.9734993,2236,0.004351328945678445
2019,LKN,Leknes Airport,Norway,68.15249634,13.6093998,5725,0.011141036768340384
2019,LME,Le Mans Arnage Airport,France,47.94860077,0.201666996,1328,0.002584331323730311
2019,LNZ,Linz Airport (Blue Danube Airport),Austria,48.2332,14.1875,12201,0.023743544036772233
2019,LPA,Gran Canaria Airport,Spain,27.93190002,-15.38659954,124152,0.24160384224681142
2019,LPX,Liepaja International Airport,Latvia,56.51750183,21.09690094,871,0.0016949944148863711
2019,LRH,La Rochelle - Ile de Re Airport,France,46.17919922,-1.195279956,5417,0.010541658720366788
2019,LRT,Lorient South Brittany Airport (Lann-Bihoue Airport),France,47.76060104,-3.440000057,6635,0.0129119264555351
2019,LTN,Luton Airport,United Kingdom,51.87469864,-0.368333012,140958,0.27430886651383823
2019,LUX,Luxembourg Findel Airport,Luxembourg,49.6233333,6.2044444,76300,0.14848228915709544
2019,LUZ,Lublin Airport,Poland,51.240278,22.713611,3303,0.006427745754729832
2019,LYN,Lyon-Bron Airport,France,45.72719955,4.944270134,10094,0.019643253299498314
2019,LYR,Svalbard Airport,Norway,78.24610138,15.46560001,2005,0.003901795409698248
2019,LYS,Lyon-Saint-Exupery Airport,France,45.725556,5.081111,116451,0.22661744501484823
2019,MAD,Adolfo Suarez Madrid-Barajas Airport,Spain,40.471926,-3.56264,426185,0.8293699135572309
2019,MAH,Menorca Airport (Mahon Airport),Spain,39.86259842,4.218649864,31211,0.06073762420553218
2019,MAN,Manchester Airport,United Kingdom,53.35369873,-2.274950027,202935,0.39491813040753815
2019,MBX,Maribor Edvard Rusjan Airport,Slovenia,46.47990036,15.68610001,2048,0.003985474812499757
2019,MEH,Mehamn Airport,Norway,71.02970123,27.82670021,2422,0.0047132910136105525
2019,MJF,Mosjoen Airport,Norway,65.78399658,13.21490002,3452,0.0067177046156001756
2019,MJV,Murcia-San Javier Airport,Spain,37.77500153,-0.812389016,445,0.0008659845173644491
2019,MLA,Malta International Airport (Luqa Airport),Malta,35.857498,14.4775,58181,0.11322212405568767
2019,MLH,EuroAirport Basel Mulhouse Freiburg,France,47.59818,7.525496,84560,0.16455651862547824
2019,MLN,Melilla Airport,Spain,35.27980042,-2.956259966,9208,0.01791906839526258
2019,MOL,Molde Airport,Norway,62.74470139,7.262499809,6191,0.012047887970793942
2019,MPL,Montpellier-Mediterranee Airport (Frejorgues Airport),France,43.57619858,3.963010073,29358,0.05713162575457415
2019,MQN,Mo i Rana Airport,Norway,66.36389923,14.30140018,5135,0.009992877520598756
2019,MRS,Marseille Provence Airport,France,43.43927192,5.221424103,102011,0.19851673393452768
2019,MST,Maastricht Aachen Airport,Netherlands,50.911701,5.77014,9900,0.01926572297057988
2019,MUC,Munich Airport,Germany,48.353802,11.7861,414222,0.8060895252848018
2019,MXP,Milan-Malpensa A,Italy,45.6306,8.72811,233978,0.45532882113235745
2019,NAP,Naples International Airport,Italy,40.886002,14.2908,84387,0.1642198549816489
2019,NCE,Nice Cote d'Azur Airport,France,43.65840149,7.215869904,145645,0.28342992141920265
2019,NCL,Newcastle Airport,United Kingdom,55.03749847,-1.691669941,43438,0.08453176509050998
2019,NCY,Annecy - Haute-Savoie - Mont Blanc Airport,France,45.9308333,6.1063889,3448,0.006709920485107012
2019,NOC,Ireland West Airport Knock,Ireland,53.91030121,-8.818490028,6707,0.013052040804412045
2019,NTE,Nantes Atlantique Airport,France,47.15319824,-1.610730052,65518,0.12750016541277298
2019,NUE,Nuremberg Airport,Germany,49.498699,11.078056,49207,0.09575842729427517
2019,ODB,Cordoba Airport,Spain,37.84199905,-4.848879814,405,0.0007881432124328132
2019,OPO,Francisco de Sa Carneiro Airport,Portugal,41.24810028,-8.681389809,98816,0.19229915970311326
2019,ORK,Cork Airport,Ireland,51.84130096,-8.491109848,27002,0.0525467728941008
2019,ORY,Orly Airport,France,48.7233333,2.3794444,221602,0.4312447213865093
2019,OSL,Oslo Airport,Norway,60.19390106,11.10039997,251872,0.49015112889352475
2019,OSR,Leos Janacek Airport,Czech Republic,49.69630051,18.11109924,5743,0.01117606535555962
2019,OST,Ostend-Bruges International Airport,Belgium,51.19889832,2.862220049,7101,0.01381877765798866
2019,OSY,Namsos Airport,Norway,64.47219849,11.57859993,2596,0.005051900690063168
2019,OTP,Henri Coanda International Airport,Romania,44.5711111,26.085,122831,0.23903313315144414
2019,OVD,Asturias Airport (Oviedo Airport),Spain,43.56359863,-6.034619808,12658,0.02463288094561617
2019,OZP,Moron Air Base,Spain,37.17490005,-5.615940094,5155,0.010031798173064573
2019,PDL,Joao Paulo II Airport,Portugal,37.74119949,-25.69790077,20833,0.04054169764101925
2019,PFO,Paphos International Airport,Cyprus,34.7179985,32.4856987,19678,0.03829402996111827
2019,PGF,Perpignan-Rivesaltes Airport,France,42.74039841,2.87067008,11182,0.021760536793638808
2019,PIS,Poitiers-Biard Airport,France,46.58769989,0.306665987,4996,0.00972237898596132
2019,PLQ,Palanga International Airport,Lithuania,55.97320175,21.09390068,4276,0.008321235497191874
2019,PMI,Palma de Mallorca Airport,Spain,39.55170059,2.738810062,217096,0.42247589838596056
2019,PNA,Pamplona Airport,Spain,42.77000046,-1.646329999,4111,0.008000140114348877
2019,POW,Portoroz Airport,Slovenia,45.47340012,13.61499977,2119,0.0041236431287534105
2019,POZ,Poznan???Lawica Airport,Poland,52.42100143,16.82629967,23097,0.044947515500149846
2019,PRG,Vaclav Havel Airport Prague,Czech Republic,50.1008,14.26,150434,0.29274947165214277
2019,PSA,Pisa International Airport (Galileo Galilei Airport),Italy,43.683899,10.3927,44236,0.08608469912389612
2019,PUF,Pau Pyrenees Airport,France,43.38000107,-0.41861099,11831,0.0230235119661546
2019,PVK,Aktion National Airport,Greece,38.92549896,20.76530075,5667,0.011028166876189512
2019,PXO,Porto Santo Airport,Portugal,33.07339859,-16.35000038,2528,0.004919570471679387
2019,RAK,Marrakesh Menara Airport,Morocco,31.60689926,-8.036299706,49075,0.09550155098800077
2019,RBA,Rabat-Sale Airport,Morocco,34.051498,-6.75152,13405,0.02608656731521447
2019,RDO,Radom Airport,Poland,51.3891983,21.21330071,148,0.00028801282824705274
2019,RDZ,Rodez-Marcillac Airport,France,44.40790176,2.482670069,3933,0.007653746307403097
2019,RET,Rost Airport,Norway,67.52780151,12.10330009,1260,0.00245200110534653
2019,REU,Reus Airport,Spain,41.1473999,1.167170048,8180,0.015918546858519535
2019,RGS,Burgos Airport,Spain,42.357601,-3.62076,602,0.00117151163922112
2019,RHO,Rhodes International Airport,Greece,36.40539932,28.08620071,37785,0.07353084267104654
2019,RIX,Riga International Airport,Latvia,56.92359924,23.97109985,86646,0.16861594267766306
2019,RMU,Region de Murcia International Airport,Spain,37.803,-1.125,7675,0.014935800383757634
2019,RNS,Rennes-Saint-Jacques Airport,France,48.06949997,-1.734789968,18092,0.0352076222205789
2019,ROZ,US Naval Station Rota,Spain,36.64519882,-6.349460125,4347,0.008459403813445529
2019,RRS,Roros Airport,Norway,62.57839966,11.34230042,1385,0.002695255183257892
2019,RTM,Rotterdam The Hague Airport,Netherlands,51.956902,4.43722,25547,0.04971529542721254
2019,RVK,Rorvik Airport,Norway,64.83830261,11.14610004,2228,0.004335760684692118
2019,RZE,Rzeszow-Jasionka Airport,Poland,50.11000061,22.0189991,8654,0.01684096632195942
2019,SAW,Sabiha Gokcen International Airport,Türkiye,40.89860153,29.30920029,228616,0.4448941942062717
2019,SCN,Saarbrucken Airport,Germany,49.21459961,7.109509945,7978,0.015525448268614775
2019,SCQ,Santiago de Compostela Airport,Spain,42.89630127,-8.415140152,21118,0.04109631693865716
2019,SDN,Sandane Airport,Norway,61.83000183,6.105830193,2330,0.00453425601226779
2019,SDR,Santander Airport,Spain,43.42710114,-3.820009947,9150,0.017806198503111707
2019,SIR,Sion Airport,Switzerland,46.21960068,7.326759815,6289,0.01223859916787645
2019,SJJ,Sarajevo International Airport,Bosnia and Herzegovina,43.82460022,18.3314991,12918,0.025138849427671806
2019,SKG,Thessaloniki Airport,Greece,40.5196991,22.97089958,56361,0.10968034468129824
2019,SKN,Stokmarknes Airport,Norway,68.5788269,15.03341675,5264,0.01024391572900328
2019,SKP,Skopje Alexander the Great Airport,Republic of North Macedonia,41.961601,21.621401,18845,0.03667298478591695
2019,SLM,Salamanca Airport,Spain,40.95209885,-5.501989841,3625,0.007054368259429501
2019,SMA,Santa Maria Airport,Portugal,36.97140121,-25.17060089,2637,0.005131688027618095
2019,SNN,Shannon Airport,Ireland,52.702,-8.92482,21325,0.041499145691678375
2019,SNR,Saint-Nazaire Montoir Airport,France,47.3105556,-2.1566667,2574,0.005009087972350768
2019,SOF,Sofia Airport,Bulgaria,42.69669342,23.41143608,60266,0.11727960207524919
2019,SOG,Sogndal Airport,Norway,61.156101,7.13778,4999,0.009728217083831193
2019,SOJ,Sorkjosen Airport,Norway,69.78679657,20.95940018,1772,0.003448369808471469
2019,SOU,Southampton Airport,United Kingdom,50.95029831,-1.35679996,35562,0.06920481214947087
2019,SPC,La Palma Airport,Spain,28.626499,-17.7556,21976,0.04276601292944075
2019,SQQ,Siauliai International Airport,Lithuania,55.89390182,23.39500046,2722,0.0052971008005978214
2019,SSJ,Sandnessjoen Airport,Norway,65.95680237,12.46889973,3870,0.0075311462521357704
2019,STN,London Stansted Airport,United Kingdom,51.88499832,0.234999999,198511,0.38630888208209924
2019,STR,Stuttgart Airport,Germany,48.68989944,9.221960068,132609,0.25806144014198257
2019,SVG,Stavanger Airport,Norway,58.87670135,5.63778019,66079,0.12859188971443916
2019,SVJ,Svolvaer Airport,Norway,68.24330139,14.66919994,3951,0.0076887748946223335
2019,SVQ,Seville Airport,Spain,37.41799927,-5.893109798,58721,0.11427298167226475
2019,SXB,Strasbourg Airport,France,48.53829956,7.628230095,20435,0.039767176656949475
2019,SXF,Berlin Schonefeld Airport,Germany,52.380001,13.5225,90231,0.1755924696321609
2019,SXL,Sligo Airport,Ireland,54.28020096,-8.599209785,32,6.22730439453087e-05
2019,SZG,Salzburg Airport,Austria,47.79330063,13.00430012,26409,0.0513927755484893
2019,SZY,Olsztyn-Mazury Regional Airport,Poland,53.481899,20.9377,1697,0.003302417361724652
2019,SZZ,Solidarity Szczecin-Goleniow Airport,Poland,53.58470154,14.90219975,6009,0.011693710033354999
2019,TAY,Tartu Airport,Estonia,58.30749893,26.69039917,1630,0.003172033175964162
